2019-09-06T15:10,67.700,72.575,84.700,29.559,12.000
2019-09-06T15:20,67.800,72.675,84.700,29.560,11.000
2019-09-06T15:30,67.800,72.535,83.700,29.568,11.000
2019-09-06T15:40,68.000,72.735,83.700,29.568,2.000
2019-09-06T15:50,68.000,72.735,83.700,29.575,9.000
2019-09-06T16:00,68.000,72.597,82.700,29.585,12.000
2019-09-06T16:10,68.100,72.697,82.700,29.585,7.000
2019-09-06T16:20,68.000,72.459,81.700,29.590,3.000
2019-09-06T16:30,67.900,72.359,81.700,29.605,10.000
2019-09-06T16:40,67.900,72.223,80.700,29.605,9.000
2019-09-06T16:50,68.000,72.323,80.700,29.615,0.000
2019-09-06T17:00,68.100,72.423,80.700,29.626,0.000
2019-09-06T17:10,68.100,72.289,79.700,29.626,5.000
2019-09-06T17:20,68.200,72.389,79.700,29.635,3.000
2019-09-06T17:30,68.300,72.489,79.700,29.639,7.000
2019-09-06T17:40,68.400,72.455,78.700,29.639,11.000
2019-09-06T17:50,68.500,72.555,78.700,29.650,4.000
2019-09-06T18:00,68.600,72.523,77.700,29.652,5.000
2019-09-06T18:10,68.700,72.623,77.700,29.652,13.000
2019-09-06T18:20,68.700,72.623,77.700,29.663,9.000
2019-09-06T18:30,68.800,72.723,77.700,29.667,0.000
2019-09-06T18:40,68.900,72.823,77.700,29.667,0.000
2019-09-06T18:50,69.000,72.923,77.700,29.673,13.000
2019-09-06T19:00,68.800,72.723,77.700,29.681,0.000
2019-09-06T19:10,68.600,72.523,77.700,29.681,0.000
2019-09-06T19:20,68.500,72.555,78.700,29.683,2.000
2019-09-06T19:30,68.300,72.355,78.700,29.687,0.000
2019-09-06T19:40,68.100,72.155,78.700,29.687,0.000
2019-09-06T19:50,67.900,72.089,79.700,29.692,0.000
2019-09-06T20:00,67.600,71.789,79.700,29.696,3.000
2019-09-06T20:10,67.400,71.589,79.700,29.696,0.000
2019-09-06T20:20,67.300,71.489,79.700,29.698,0.000
2019-09-06T20:30,67.100,71.289,79.700,29.706,0.000
2019-09-06T20:40,66.800,71.123,80.700,29.706,0.000
2019-09-06T20:50,66.600,70.923,80.700,29.706,0.000
2019-09-06T21:10,66.200,70.659,81.700,29.707,0.000
2019-09-06T21:20,66.000,70.459,81.700,29.704,0.000
2019-09-06T21:30,65.900,70.359,81.700,29.705,0.000
2019-09-06T21:40,65.800,70.259,81.700,29.705,0.000
2019-09-06T21:50,65.600,70.059,81.700,29.706,0.000
2019-09-06T22:00,65.500,69.959,81.700,29.706,0.000
2019-09-06T22:10,65.400,69.859,81.700,29.706,0.000
2019-09-06T22:20,65.300,69.759,81.700,29.707,0.000
2019-09-06T22:30,65.200,69.659,81.700,29.712,0.000
2019-09-06T22:40,65.200,69.797,82.700,29.712,0.000
2019-09-06T22:50,65.100,69.559,81.700,29.715,0.000
2019-09-06T23:00,65.000,69.597,82.700,29.717,0.000
2019-09-06T23:10,64.800,69.397,82.700,29.717,0.000
2019-09-06T23:20,64.700,69.297,82.700,29.715,0.000
2019-09-06T23:30,64.700,69.297,82.700,29.720,0.000
2019-09-06T23:40,64.600,69.197,82.700,29.720,0.000
2019-09-06T23:50,64.500,69.097,82.700,29.724,0.000
